1617,Pennsylvania College of Art and Design,Lancaster
1618,Dunwoody College of Technology,Minneapolis
1619,Fisher College,Boston ...
1620,Carolina University,Winston Salem ...
1621,Lincoln College,Lincoln
1622,Conway School of Landscape Design,Northampton
1623,Rochester University,Rochester Hills
1624,College of Coastal Georgia,Brunswick
1625,St Andrews University,Laurinburg
1626,Appalachian Bible College,Mount Hope
1627,Bethany Lutheran College,Mankato
1628,Webb Institute,Glen Cove
1629,Clarks Summit University,Clarks Summit
1630,American Baptist College,Nashville
1631,"Aquinas College, Tennessee",Nashville
1632,Arkansas Baptist College,Little Rock
1633,Kuyper College,Grand Rapids
1634,Judson College,Marion
1635,University of Mount Olive,Mount Olive ...
1636,Mercy College of Ohio,Toledo
1637,Bryn Athyn College,Bryn Athyn
1638,Humphreys University,Stockton
1639,Benjamin Franklin Institute of Technology,Boston
1640,Donnelly College,Kansas City
1641,Lake Forest Graduate School of Management,Lake Forest
1642,University of Valley Forge,Phoenixville
1643,Maria College,Albany
1644,VanderCook College of Music,Chicago
1645,Boricua College,New York City
1646,Oak Hills Christian College,Bemidji
1647,Heritage Christian University,Florence
1648,University of Maine at Farmington,Farmington
1649,Point University,West Point
1650,Alaska Bible College,Palmer
1651,CUNY School of Law,Long Island City
1652,The College of Westchester,White Plains
1653,Stillman College,Tuscaloosa
1654,Memphis College of Art,Memphis
1655,The School of Architecture,Cosanti
1656,Kettering College,Kettering
1657,San Diego Christian College,Santee
1658,Goldfarb School of Nursing at Barnes-Jewish College,St. Louis
1659,Martin University,Indianapolis
1660,Five Towns College,Dix Hills
1661,Mercy College of Health Sciences,Des Moines
1662,Boise Bible College,Boise ...
1663,University of the West,Rosemead
1664,Blessing-Rieman College of Nursing and Health Sciences,Quincy
1665,Ohio Valley University,Vienna
1666,Medgar Evers College,Brooklyn
1667,Gratz College,Melrose Park
1668,Iowa Wesleyan University,Mount Pleasant
1669,Pontifical Faculty of the Immaculate Conception,Washington
1670,Mid-Atlantic Christian University,Elizabeth City
1671,Watkins College of Art,Nashville
1672,Trinity Bible College,Ellendale
1673,Chipola College,Marianna
1674,Trinity College of Florida,Trinity
1675,Pacific Oaks College,Pasadena
1676,Laguna College of Art and Design,Laguna Beach
1677,Presentation College,Aberdeen
1678,Tennessee Wesleyan University,Athens ...
1679,New England College of Optometry,Boston
1680,Cox College,Springfield
1681,Thomas University,Thomasville
1682,Allen College,Waterloo
1683,Thomas More College of Liberal Arts,Merrimack
1684,Calvary University,Kansas City
1685,Westfield State University,Westfield
1686,Williams Baptist University,Walnut Ridge
1687,Magdalen College of the Liberal Arts,Warner
1688,"Emmanuel College, Georgia",Franklin Springs
1689,Sofia University,Palo Alto
1690,San Joaquin College of Law,Clovis
1691,Dharma Realm Buddhist University,Ukiah
1692,God's Bible School and College,Cincinnati
1693,Illinois College of Optometry,Chicago
1694,Allen University,Columbia
1695,Dominican School of Philosophy & Theology,Berkeley
1696,University of Holy Cross,New Orleans
1697,The Wright Institute,Berkeley
1698,Baptist University of the Americas,San Antonio
1699,Rocky Vista University,Parker
1700,Welch College,Gallatin
1701,Southwestern Christian University,Bethany ...
1702,Middle Tennessee School of Anesthesia,Madison
1703,Franciscan Missionaries of Our Lady University,Baton Rouge
1704,Florida Gateway College,Lake City
1705,College of Biblical Studies,Houston ...
1706,Pennsylvania College of Health Sciences,Lancaster
1707,Plaza College,New York City
1708,Grace Christian University,Wyoming
1709,The Baptist College of Florida,Graceville ...
1710,Nebraska Christian College,Papillion
1711,Central Christian College of the Bible,Moberly ...
1712,United States University,San Diego
1713,East-West University,Chicago
1714,Davis College,Johnson City ...
1715,Great Lakes Christian College,Lansing
1716,Oak Point University,Chicago
1717,Rocky Mountain University of Health Professions,Provo
1718,Jamestown Business College,Jamestown
1719,Clear Creek Baptist Bible College,Pineville
1720,"Southwestern College, Santa Fe",Santa Fe
1721,Crowley's Ridge College,Paragould
1722,The King's University,Southlake
1723,Bellin College,Green Bay
1724,Wade College,Dallas
1725,Saint Augustine College,Chicago
1726,Labouré College,Milton
1727,Arlington Baptist University,Arlington
1728,Northpoint Bible College,Haverhill
1729,Bryan College of Health Sciences,Lincoln
1730,John Paul the Great Catholic University,Escondido
1731,Tri-State Bible College,South Point ...
1732,Michigan School of Psychology,Farmington Hills
1733,Ecclesia College,Springdale
1734,Lakeview College of Nursing,Danville
1735,Baptist Bible College,Springfield
1736,Beulah Heights University,Atlanta
1737,St. Louis Christian College,Florissant
1738,Methodist College,Peoria
1739,Helene Fuld College of Nursing,New York City
1740,Trinity College of Nursing & Health Sciences,Rock Island
1741,New Hope Christian College,Eugene
1742,The University of West Los Angeles,Inglewood
1743,Pillar College,Newark ...
1744,Denver College of Nursing,Denver
1745,Providence Christian College,Pasadena
1746,Bethesda University,Anaheim
1747,Good Samaritan College of Nursing and Health Science,Cincinnati
1748,Research College of Nursing,Kansas City
1749,Richmont Graduate University,Chattanooga
1750,WON Institute of Graduate Studies,Glenside
1751,Southeastern Baptist College,Laurel
1752,Wisconsin School of Professional Psychology,Milwaukee
1753,Indiana University Fort Wayne,Fort Wayne
